tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
gnl|WGS:JAKSZP|L0F63_005603-T1_mrna	L0F63_005603	225	538	21	548	73	105
gnl|WGS:JAKSZP|L0F63_005627-T1_mrna	L0F63_005627	600	629	29	607	182	415
gnl|WGS:JAKSZP|L0F63_005635-T1_mrna	L0F63_005635	94	730	8	187	0	0
gnl|WGS:JAKSZP|L0F63_005652-T1_mrna	L0F63_005652	38	137	4	135	14	23
gnl|WGS:JAKSZP|L0F63_005665-T1_mrna	L0F63_005665	20	100	2	88	9	22
gnl|WGS:JAKSZP|L0F63_005673-T1_mrna	L0F63_005673	1265	3008	706	3154	691	1249
gnl|WGS:JAKSZP|L0F63_005678-T1_mrna	L0F63_005678	204.73	229.107	24.058	183.325	83.762	167.998
gnl|WGS:JAKSZP|L0F63_005752-T1_mrna	L0F63_005752	2223	10417	688	14409	1282	1600
gnl|WGS:JAKSZP|L0F63_005760-T1_mrna	L0F63_005760	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005776-T1_mrna	L0F63_005776	693	1615	231	1643	502	629
unassigned_transcript_984	L0F63_005802	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005812-T1_mrna	L0F63_005812	395	1198	113	1109	172	307
unassigned_transcript_985	L0F63_005836	0	0	0	0	0	0
unassigned_transcript_986	L0F63_005866	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005867-T1_mrna	L0F63_005867	23	6190	4	1429	16	0
gnl|WGS:JAKSZP|L0F63_005927-T1_mrna	L0F63_005927	1722	3364	1478	2288	1534	2035
gnl|WGS:JAKSZP|L0F63_005932-T1_mrna	L0F63_005932	677	762	210	803	295	555
gnl|WGS:JAKSZP|L0F63_005933-T1_mrna	L0F63_005933	1345	1667	439	1430	745	1356
gnl|WGS:JAKSZP|L0F63_005965-T1_mrna	L0F63_005965	2996	4998	1107	4657	2278	2795
gnl|WGS:JAKSZP|L0F63_005971-T1_mrna	L0F63_005971	1	4	0	9	123	0
unassigned_transcript_987	L0F63_005980	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005996-T1_mrna	L0F63_005996	0	0	0	0	0	0
unassigned_transcript_988	L0F63_006008	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006018-T1_mrna	L0F63_006018	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006019-T1_mrna	L0F63_006019	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006020-T1_mrna	L0F63_006020	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006030-T1_mrna	L0F63_006030	829	367	282	216	227	761
gnl|WGS:JAKSZP|L0F63_006036-T1_mrna	L0F63_006036	8	11	2	14	2	9
gnl|WGS:JAKSZP|L0F63_006066-T1_mrna	L0F63_006066	2486	1	2489	2	1424	3384
unassigned_transcript_989	L0F63_006074	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006103-T1_mrna	L0F63_006103	283	1131	114	1143	110	162
gnl|WGS:JAKSZP|L0F63_006108-T1_mrna	L0F63_006108	33	127	4	158	11	18
gnl|WGS:JAKSZP|L0F63_006147-T1_mrna	L0F63_006147	28	47.018	5	67	20	16
gnl|WGS:JAKSZP|L0F63_006158-T1_mrna	L0F63_006158	2218	106	1030	137	256	345
gnl|WGS:JAKSZP|L0F63_006165-T1_mrna	L0F63_006165	187	488	62	366	117	151
unassigned_transcript_990	L0F63_006201	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006202-T1_mrna	L0F63_006202	1139.396	2221.026	719.544	2212.296	885.643	1135.367
gnl|WGS:JAKSZP|L0F63_006203-T1_mrna	L0F63_006203	1246	4230	341	4047	842	995
gnl|WGS:JAKSZP|L0F63_006210-T1_mrna	L0F63_006210	252	546	73	564	182	253
unassigned_transcript_991	L0F63_006220	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006300-T1_mrna	L0F63_006300	537	179	417	158	297	721
gnl|WGS:JAKSZP|L0F63_006311-T1_mrna	L0F63_006311	5	17	2	28	1	0
gnl|WGS:JAKSZP|L0F63_006312-T1_mrna	L0F63_006312	1	5	0	5	0	0
unassigned_transcript_992	L0F63_006321	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006347-T1_mrna	L0F63_006347	1	28	0	1	0	0
gnl|WGS:JAKSZP|L0F63_006351-T1_mrna	L0F63_006351	66	208	45	177	57	54
gnl|WGS:JAKSZP|L0F63_006358-T1_mrna	L0F63_006358	606	1670	126	1757	227	483
gnl|WGS:JAKSZP|L0F63_006374-T1_mrna	L0F63_006374	6387.683	11330.077	1243.491	13853.051	3616.823	4554.606
gnl|WGS:JAKSZP|L0F63_006375-T1_mrna	L0F63_006375	413.317	1161.923	146.509	697.949	307.177	395.394
unassigned_transcript_993	L0F63_006378	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006534-T1_mrna	L0F63_006534	1162	2447	731	4095	411	428
unassigned_transcript_994	L0F63_006537	0	0	0	0	0	0
unassigned_transcript_995	L0F63_006556	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006557-T1_mrna	L0F63_006557	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006558-T1_mrna	L0F63_006558	4774.982	4784.756	1821.262	4738.395	2794.257	4184.637
gnl|WGS:JAKSZP|L0F63_006568-T1_mrna	L0F63_006568	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006575-T1_mrna	L0F63_006575	282	344	36	394	122	222
gnl|WGS:JAKSZP|L0F63_006589-T1_mrna	L0F63_006589	440	1	167	3	226	424
gnl|WGS:JAKSZP|L0F63_006592-T1_mrna	L0F63_006592	3	0	1	0	3	8.831
gnl|WGS:JAKSZP|L0F63_006638-T1_mrna	L0F63_006638	93	273	14	162	21	56
gnl|WGS:JAKSZP|L0F63_006642-T1_mrna	L0F63_006642	3082	53	1071	92	2437	3225
gnl|WGS:JAKSZP|L0F63_006663-T1_mrna	L0F63_006663	2360.611	11220.095	1682.462	7388.015	1642.549	3358.262
unassigned_transcript_996	L0F63_006713	0	0	0	0	0	0
unassigned_transcript_997	L0F63_006721	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006732-T1_mrna	L0F63_006732	727	2754	368	2259	468	669
gnl|WGS:JAKSZP|L0F63_006868-T1_mrna	L0F63_006868	12	17	0	30	6	10
gnl|WGS:JAKSZP|L0F63_006893-T1_mrna	L0F63_006893	67.27	2	24.332	106.418	79.699	28.911
gnl|WGS:JAKSZP|L0F63_006917-T1_mrna	L0F63_006917	2358	6693	858	16127	937	1379
gnl|WGS:JAKSZP|L0F63_006950-T1_mrna	L0F63_006950	73	14	36	14	28	14
unassigned_transcript_998	L0F63_006959	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006977-T1_mrna	L0F63_006977	185	365	17	649	91	87
gnl|WGS:JAKSZP|L0F63_006986-T1_mrna	L0F63_006986	2751.018	8074.138	1197.985	3935.69	1911.829	2722.124
gnl|WGS:JAKSZP|L0F63_007006-T1_mrna	L0F63_007006	36	216	6	266	14	19
gnl|WGS:JAKSZP|L0F63_007036-T1_mrna	L0F63_007036	0	0	0	0	0	0
unassigned_transcript_999	L0F63_007039	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007049-T1_mrna	L0F63_007049	218	112	178	140	107	233
gnl|WGS:JAKSZP|L0F63_007061-T1_mrna	L0F63_007061	21	37	5	52	7	16
unassigned_transcript_1000	L0F63_007079	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007113-T1_mrna	L0F63_007113	2625	4093	892	6041	1357	2009
gnl|WGS:JAKSZP|L0F63_007114-T1_mrna	L0F63_007114	0	0	0	0	0	0
unassigned_transcript_1001	L0F63_007119	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007129-T1_mrna	L0F63_007129	1432	3831	483	2998	809	1143
gnl|WGS:JAKSZP|L0F63_007133-T1_mrna	L0F63_007133	495	75	251	124	287	366
gnl|WGS:JAKSZP|L0F63_007198-T1_mrna	L0F63_007198	1576.92	2049.605	1244.133	1806.409	1186.339	1882.044
unassigned_transcript_1002	L0F63_007214	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007219-T1_mrna	L0F63_007219	501	607	443	719	318	652
gnl|WGS:JAKSZP|L0F63_007246-T1_mrna	L0F63_007246	62	268	9	398	13	29
gnl|WGS:JAKSZP|L0F63_007251-T1_mrna	L0F63_007251	23	21	7	25	14	23
gnl|WGS:JAKSZP|L0F63_007261-T1_mrna	L0F63_007261	927.918	735.163	235.955	1022.436	428.753	913.811
gnl|WGS:JAKSZP|L0F63_007264-T1_mrna	L0F63_007264	825	553	740	474	715	1151
gnl|WGS:JAKSZP|L0F63_007276-T1_mrna	L0F63_007276	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007278-T1_mrna	L0F63_007278	966.784	1931.707	388.902	2111.353	681.722	849.224
gnl|WGS:JAKSZP|L0F63_007286-T1_mrna	L0F63_007286	580	519	219	294	440	709
gnl|WGS:JAKSZP|L0F63_007289-T1_mrna	L0F63_007289	3833	1566	1823	1451	4639	4259
gnl|WGS:JAKSZP|L0F63_007293-T1_mrna	L0F63_007293	79	410	16	443	38	62
unassigned_transcript_1003	L0F63_007330	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007354-T1_mrna	L0F63_007354	523	590	309	726	358	633
gnl|WGS:JAKSZP|L0F63_007394-T1_mrna	L0F63_007394	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007395-T1_mrna	L0F63_007395	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007403-T1_mrna	L0F63_007403	368	710	100	668	158	301
gnl|WGS:JAKSZP|L0F63_007405-T1_mrna	L0F63_007405	209	420	63	343	144	197
gnl|WGS:JAKSZP|L0F63_007410-T1_mrna	L0F63_007410	95	255	27	195	34	60
gnl|WGS:JAKSZP|L0F63_007420-T1_mrna	L0F63_007420	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007434-T1_mrna	L0F63_007434	1972	308	2304	315	840	2761
unassigned_transcript_1004	L0F63_007448	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007456-T1_mrna	L0F63_007456	1267.798	2265.788	672.461	1831.739	850.272	1201.363
gnl|WGS:JAKSZP|L0F63_007507-T1_mrna	L0F63_007507	3762	2322	1631	1189	2984	3616
gnl|WGS:JAKSZP|L0F63_007522-T1_mrna	L0F63_007522	288	113	186	149	265	461
unassigned_transcript_1005	L0F63_000022	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000023-T1_mrna	L0F63_000023	0	0	0	0	0	0
unassigned_transcript_1006	L0F63_000057	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000095-T1_mrna	L0F63_000095	743	988	73	1243	274	616
gnl|WGS:JAKSZP|L0F63_000096-T1_mrna	L0F63_000096	120	158	30	141	48	146
gnl|WGS:JAKSZP|L0F63_000127-T1_mrna	L0F63_000127	1441	5616	189	6661	438	697
gnl|WGS:JAKSZP|L0F63_000128-T1_mrna	L0F63_000128	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000155-T1_mrna	L0F63_000155	195	414	45	706	56	88
gnl|WGS:JAKSZP|L0F63_000156-T1_mrna	L0F63_000156	150	421	10	419	30	70
gnl|WGS:JAKSZP|L0F63_000157-T1_mrna	L0F63_000157	75	205	7	187	24	29
gnl|WGS:JAKSZP|L0F63_000188-T1_mrna	L0F63_000188	135	235	22	338	32	58
gnl|WGS:JAKSZP|L0F63_000189-T1_mrna	L0F63_000189	1377	3699	235	3072	788	1032
gnl|WGS:JAKSZP|L0F63_000190-T1_mrna	L0F63_000190	1566	986	575	1157	937	1541
gnl|WGS:JAKSZP|L0F63_000226-T1_mrna	L0F63_000226	2	741	3	95	0	0
unassigned_transcript_1007	L0F63_000250	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000251-T1_mrna	L0F63_000251	54	1624	8	2132	20	29
gnl|WGS:JAKSZP|L0F63_000281-T1_mrna	L0F63_000281	225	396	111	494	142	255
gnl|WGS:JAKSZP|L0F63_000282-T1_mrna	L0F63_000282	257	427	95	537	164	303
gnl|WGS:JAKSZP|L0F63_000333-T1_mrna	L0F63_000333	1451	3055	427	3477	1082	1227
gnl|WGS:JAKSZP|L0F63_000334-T1_mrna	L0F63_000334	160.73	12	82.668	63.582	49.301	87.089
unassigned_transcript_1008	L0F63_000363	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000364-T1_mrna	L0F63_000364	0	90.002	0	6	0	0
gnl|WGS:JAKSZP|L0F63_000365-T1_mrna	L0F63_000365	4910.44	39957.64	75.114	60703.252	327.597	819.42
unassigned_transcript_1009	L0F63_000366	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000391-T1_mrna	L0F63_000391	911	1558	161	812	485	705
gnl|WGS:JAKSZP|L0F63_000411-T1_mrna	L0F63_000411	296.043	354.359	148	355.687	204.871	443.995
gnl|WGS:JAKSZP|L0F63_000412-T1_mrna	L0F63_000412	361	951	129	737	237	322
gnl|WGS:JAKSZP|L0F63_000413-T1_mrna	L0F63_000413	4093.165	6247.807	680.039	6390.298	1569.739	3473.67
gnl|WGS:JAKSZP|L0F63_000458-T1_mrna	L0F63_000458	0	0	2	1	0	0
gnl|WGS:JAKSZP|L0F63_000479-T1_mrna	L0F63_000479	7	3	3	3	1	6
gnl|WGS:JAKSZP|L0F63_000480-T1_mrna	L0F63_000480	2405	517	1059	2971	1287	2538
gnl|WGS:JAKSZP|L0F63_000505-T1_mrna	L0F63_000505	41	83	12	65	20	22
unassigned_transcript_1010	L0F63_000506	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000507-T1_mrna	L0F63_000507	142	104	41	135	87	122
gnl|WGS:JAKSZP|L0F63_000508-T1_mrna	L0F63_000508	128	106	37	106	109	107
gnl|WGS:JAKSZP|L0F63_000532-T1_mrna	L0F63_000532	2862	5202	1944	5318	2491	2752
gnl|WGS:JAKSZP|L0F63_000533-T1_mrna	L0F63_000533	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000558-T1_mrna	L0F63_000558	166	232	58	228	69	128
gnl|WGS:JAKSZP|L0F63_000559-T1_mrna	L0F63_000559	367	498	148	515	197	253
gnl|WGS:JAKSZP|L0F63_000595-T1_mrna	L0F63_000595	72	1751	4	1093	126	19
gnl|WGS:JAKSZP|L0F63_000596-T1_mrna	L0F63_000596	10	300	1	218	8	4
unassigned_transcript_1011	L0F63_000619	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000620-T1_mrna	L0F63_000620	377	318	287	420	189	581
gnl|WGS:JAKSZP|L0F63_000647-T1_mrna	L0F63_000647	62	36	2	59	8	8
unassigned_transcript_1012	L0F63_000648	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000649-T1_mrna	L0F63_000649	1391	1994	544	1823	1143	1530
unassigned_transcript_1013	L0F63_000669	0	0	0	0	0	0
unassigned_transcript_1014	L0F63_000682	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000683-T1_mrna	L0F63_000683	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000754-T1_mrna	L0F63_000754	4428	4418	2595	4152	3097	4862
gnl|WGS:JAKSZP|L0F63_000755-T1_mrna	L0F63_000755	252	371	47	552	92	173
gnl|WGS:JAKSZP|L0F63_000799-T1_mrna	L0F63_000799	257	766	112	1050	220	226
unassigned_transcript_1015	L0F63_000821	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000839-T1_mrna	L0F63_000839	1	0	6	1	0	4
unassigned_transcript_1016	L0F63_000882	0	0	0	0	0	0
unassigned_transcript_1017	L0F63_000898	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000899-T1_mrna	L0F63_000899	0	0	0	0	0	0
unassigned_transcript_1018	L0F63_000919	0	0	0	0	0	0
unassigned_transcript_1019	L0F63_000920	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000945-T1_mrna	L0F63_000945	1050	1669	258	2173	655	830
gnl|WGS:JAKSZP|L0F63_000976-T1_mrna	L0F63_000976	211	131	119	194	169	208
gnl|WGS:JAKSZP|L0F63_000989-T1_mrna	L0F63_000989	170	1004	25	765	55	95
unassigned_transcript_1020	L0F63_000990	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000991-T1_mrna	L0F63_000991	1832	5049	841	6169	1172	1174
unassigned_transcript_1021	L0F63_001004	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001080-T1_mrna	L0F63_001080	0	1.037	0	2.134	2.114	0
gnl|WGS:JAKSZP|L0F63_001081-T1_mrna	L0F63_001081	93	324	16	299	39	103
gnl|WGS:JAKSZP|L0F63_001095-T1_mrna	L0F63_001095	24	41	1	29	11	14
gnl|WGS:JAKSZP|L0F63_001096-T1_mrna	L0F63_001096	496	773	24	761	183	323
gnl|WGS:JAKSZP|L0F63_001111-T1_mrna	L0F63_001111	651	826	485	715	412	775
unassigned_transcript_1022	L0F63_001112	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001133-T1_mrna	L0F63_001133	591	4285	51	812	88	154
gnl|WGS:JAKSZP|L0F63_001168-T1_mrna	L0F63_001168	427	1237	98	1427	227	197
gnl|WGS:JAKSZP|L0F63_001186-T1_mrna	L0F63_001186	498	1682	73	2303	82	133
gnl|WGS:JAKSZP|L0F63_001187-T1_mrna	L0F63_001187	52	2	59	0	44	41
gnl|WGS:JAKSZP|L0F63_001198-T1_mrna	L0F63_001198	857	2203	95	2886	174	472
unassigned_transcript_1023	L0F63_001199	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001200-T1_mrna	L0F63_001200	526	1627	76	1540	436	297
gnl|WGS:JAKSZP|L0F63_001237-T1_mrna	L0F63_001237	1172	6705	361	8107	501	854
gnl|WGS:JAKSZP|L0F63_001247-T1_mrna	L0F63_001247	467	1275	216	1296	269	532
gnl|WGS:JAKSZP|L0F63_001268-T1_mrna	L0F63_001268	555	787	363	647	269	673
gnl|WGS:JAKSZP|L0F63_001289-T1_mrna	L0F63_001289	220	383	116	959	72	217
gnl|WGS:JAKSZP|L0F63_001311-T1_mrna	L0F63_001311	0	0	0	1	0	0
gnl|WGS:JAKSZP|L0F63_001312-T1_mrna	L0F63_001312	1140	407	725	466	1315	774
gnl|WGS:JAKSZP|L0F63_001331-T1_mrna	L0F63_001331	25	48	2	47	4	7
unassigned_transcript_1024	L0F63_001365	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001395-T1_mrna	L0F63_001395	270	1473	41	1407	230	179
unassigned_transcript_1025	L0F63_001396	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001406-T1_mrna	L0F63_001406	1953.353	1057.449	1056.226	964.638	2823.177	1803.479
gnl|WGS:JAKSZP|L0F63_001407-T1_mrna	L0F63_001407	18	33	20	38	17	15
gnl|WGS:JAKSZP|L0F63_001408-T1_mrna	L0F63_001408	60	83	18	102	21	44
gnl|WGS:JAKSZP|L0F63_001421-T1_mrna	L0F63_001421	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001422-T1_mrna	L0F63_001422	1118	55	1680	170	606	2330
unassigned_transcript_1026	L0F63_001437	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001448-T1_mrna	L0F63_001448	340	133	227	153	458	306
gnl|WGS:JAKSZP|L0F63_001466-T1_mrna	L0F63_001466	0	0	0	0	0	0
unassigned_transcript_1027	L0F63_001481	0	0	0	0	0	0
unassigned_transcript_1028	L0F63_001482	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001509-T1_mrna	L0F63_001509	538	2039	157	1872	361	387
gnl|WGS:JAKSZP|L0F63_001526-T1_mrna	L0F63_001526	38	112	5	121	16	46
unassigned_transcript_1029	L0F63_001527	0	0	0	0	0	0
unassigned_transcript_1030	L0F63_001528	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001541-T1_mrna	L0F63_001541	2662	4573	1180	4441	1652	2590
unassigned_transcript_1031	L0F63_001542	0	0	0	0	0	0
unassigned_transcript_1032	L0F63_001543	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001559-T1_mrna	L0F63_001559	1166	2588	265	1438	408	806
gnl|WGS:JAKSZP|L0F63_001560-T1_mrna	L0F63_001560	3733	668	1411	1466	345	2236
gnl|WGS:JAKSZP|L0F63_001574-T1_mrna	L0F63_001574	3937	6135	1112	9603	2794	2819
unassigned_transcript_1033	L0F63_001586	0	0	0	0	0	0
unassigned_transcript_1034	L0F63_001621	0	0	0	0	0	0
unassigned_transcript_1035	L0F63_001644	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001645-T1_mrna	L0F63_001645	541	1709	153	1423	289	387
unassigned_transcript_1036	L0F63_001664	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001701-T1_mrna	L0F63_001701	1.186	15.348	1	6.37	9	1
unassigned_transcript_1037	L0F63_001715	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001716-T1_mrna	L0F63_001716	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001717-T1_mrna	L0F63_001717	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001733-T1_mrna	L0F63_001733	1596	2211	715	2195	1103	1506
gnl|WGS:JAKSZP|L0F63_001748-T1_mrna	L0F63_001748	23	92.739	92	15.729	14	13
unassigned_transcript_1038	L0F63_001749	0	0	0	0	0	0
unassigned_transcript_1039	L0F63_001750	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001785-T1_mrna	L0F63_001785	3251	6490	884	5512	2362	2870
gnl|WGS:JAKSZP|L0F63_001786-T1_mrna	L0F63_001786	107	282	54	290	74	108
gnl|WGS:JAKSZP|L0F63_001814-T1_mrna	L0F63_001814	1370	4140	350	3181	404	698
gnl|WGS:JAKSZP|L0F63_001836-T1_mrna	L0F63_001836	1497	2062	455	3027	540	1127
unassigned_transcript_1040	L0F63_001848	0	0	0	0	0	0
unassigned_transcript_1041	L0F63_001861	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001862-T1_mrna	L0F63_001862	664	0	319	3	605	681
gnl|WGS:JAKSZP|L0F63_001890-T1_mrna	L0F63_001890	2292	1507	1315	1146	2513	2952
unassigned_transcript_1042	L0F63_001932	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001942-T1_mrna	L0F63_001942	4851	4067	3079	6653	2973	3736
unassigned_transcript_1043	L0F63_001956	0	0	0	0	0	0
unassigned_transcript_1044	L0F63_001957	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001974-T1_mrna	L0F63_001974	975	2628	391	3173	899	1019
gnl|WGS:JAKSZP|L0F63_001975-T1_mrna	L0F63_001975	1319	1857	665	1517	884	1412
unassigned_transcript_1045	L0F63_002003	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002031-T1_mrna	L0F63_002031	120	670	55	539	34	161
gnl|WGS:JAKSZP|L0F63_002043-T1_mrna	L0F63_002043	52	105	26	127	21	26
gnl|WGS:JAKSZP|L0F63_002068-T1_mrna	L0F63_002068	21899	4401	22512	3364	25184	24804
unassigned_transcript_1046	L0F63_002093	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002112-T1_mrna	L0F63_002112	191	294	160	546	121	171
gnl|WGS:JAKSZP|L0F63_002137-T1_mrna	L0F63_002137	2709	4887	314	5166	1328	2087
gnl|WGS:JAKSZP|L0F63_002138-T1_mrna	L0F63_002138	678	3121	378	954	334	779
gnl|WGS:JAKSZP|L0F63_002149-T1_mrna	L0F63_002149	3988	4950	441	5133	1106	2139
gnl|WGS:JAKSZP|L0F63_002180-T1_mrna	L0F63_002180	0	0	0	0	0	0
unassigned_transcript_1047	L0F63_002181	0	0	0	0	0	0
unassigned_transcript_1048	L0F63_002182	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002183-T1_mrna	L0F63_002183	0	0	0	0	0	0
unassigned_transcript_1049	L0F63_002195	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002196-T1_mrna	L0F63_002196	1198	2555	180	2720	619	668
gnl|WGS:JAKSZP|L0F63_002243-T1_mrna	L0F63_002243	834	1432	511	1851	22	160
unassigned_transcript_1050	L0F63_002286	0	0	0	0	0	0
unassigned_transcript_1051	L0F63_002300	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002301-T1_mrna	L0F63_002301	3132	6106	270	5765	1493	1885
gnl|WGS:JAKSZP|L0F63_002324-T1_mrna	L0F63_002324	3025	3762	3159	3484	2514	2515
unassigned_transcript_1052	L0F63_002325	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002337-T1_mrna	L0F63_002337	787	1724	108	2307	353	419
gnl|WGS:JAKSZP|L0F63_002352-T1_mrna	L0F63_002352	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002376-T1_mrna	L0F63_002376	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002377-T1_mrna	L0F63_002377	848	1313	263	1112	519	798
gnl|WGS:JAKSZP|L0F63_002474-T1_mrna	L0F63_002474	797	1728	318	2148	386	496
gnl|WGS:JAKSZP|L0F63_002475-T1_mrna	L0F63_002475	129	49	43	1161	4	24
gnl|WGS:JAKSZP|L0F63_002483-T1_mrna	L0F63_002483	2053	3149	2605	3522	1167	1769
gnl|WGS:JAKSZP|L0F63_002517-T1_mrna	L0F63_002517	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002518-T1_mrna	L0F63_002518	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002519-T1_mrna	L0F63_002519	0	0	0	0	0	0
unassigned_transcript_1053	L0F63_002537	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002553-T1_mrna	L0F63_002553	0	0	0	0	0	0
unassigned_transcript_1054	L0F63_002578	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002579-T1_mrna	L0F63_002579	58	172	8	170	21	39
gnl|WGS:JAKSZP|L0F63_002589-T1_mrna	L0F63_002589	78	294	13	295	10	29
gnl|WGS:JAKSZP|L0F63_002612-T1_mrna	L0F63_002612	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002623-T1_mrna	L0F63_002623	313	1101	125	1227	134	279
gnl|WGS:JAKSZP|L0F63_002647-T1_mrna	L0F63_002647	1736	2609	674	6154	2572	1911
unassigned_transcript_1055	L0F63_002648	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002661-T1_mrna	L0F63_002661	556	1984	234	1859	568	501
gnl|WGS:JAKSZP|L0F63_002662-T1_mrna	L0F63_002662	998	2722	130	2588	441	584
unassigned_transcript_1056	L0F63_002663	0	0	0	0	0	0
unassigned_transcript_1057	L0F63_002676	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002696-T1_mrna	L0F63_002696	583	306	284	295	261	747
gnl|WGS:JAKSZP|L0F63_002697-T1_mrna	L0F63_002697	21	18	11	19	21	32
gnl|WGS:JAKSZP|L0F63_002698-T1_mrna	L0F63_002698	189	113	83	122	107	218
gnl|WGS:JAKSZP|L0F63_002708-T1_mrna	L0F63_002708	7341	10271	1341	15813	2048	5343
gnl|WGS:JAKSZP|L0F63_002749-T1_mrna	L0F63_002749	0	228.167	0	376.738	6.722	0
gnl|WGS:JAKSZP|L0F63_002778-T1_mrna	L0F63_002778	393	561	122	360	254	409
gnl|WGS:JAKSZP|L0F63_002779-T1_mrna	L0F63_002779	516	837	324	679	356	539
