tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
gnl|WGS:JAKSZP|L0F63_006416-T1_mrna	L0F63_006416	1254	4966	269	6325	629	501
gnl|WGS:JAKSZP|L0F63_006433-T1_mrna	L0F63_006433	17	1496	0	995	4	0
gnl|WGS:JAKSZP|L0F63_006435-T1_mrna	L0F63_006435	9	72	7	62	1	0
gnl|WGS:JAKSZP|L0F63_006449-T1_mrna	L0F63_006449	130	435	31	484	51	62
gnl|WGS:JAKSZP|L0F63_006456-T1_mrna	L0F63_006456	268	16359	71	1657	5	31
gnl|WGS:JAKSZP|L0F63_006491-T1_mrna	L0F63_006491	186	6	0	1	0	3
unassigned_transcript_725	L0F63_006515	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006518-T1_mrna	L0F63_006518	90	57	27	80	30	65
gnl|WGS:JAKSZP|L0F63_006524-T1_mrna	L0F63_006524	21208	17	10001	22	14784	22972
gnl|WGS:JAKSZP|L0F63_006539-T1_mrna	L0F63_006539	1739	3439	784	3615	911	1045
gnl|WGS:JAKSZP|L0F63_006541-T1_mrna	L0F63_006541	464	1394	32	2162	95	184
unassigned_transcript_726	L0F63_006574	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006579-T1_mrna	L0F63_006579	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006587-T1_mrna	L0F63_006587	102	163	33	204	76	54
gnl|WGS:JAKSZP|L0F63_006588-T1_mrna	L0F63_006588	180	346	51	443	153	134
gnl|WGS:JAKSZP|L0F63_006599-T1_mrna	L0F63_006599	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006603-T1_mrna	L0F63_006603	1	0	0	1	0	0
gnl|WGS:JAKSZP|L0F63_006604-T1_mrna	L0F63_006604	1	10	1	17	3	9
gnl|WGS:JAKSZP|L0F63_006626-T1_mrna	L0F63_006626	50	5667	0	6260	15	0
gnl|WGS:JAKSZP|L0F63_006653-T1_mrna	L0F63_006653	645	2543	180	2853	453	600
gnl|WGS:JAKSZP|L0F63_006660-T1_mrna	L0F63_006660	465	1039	243	1203	312	478
gnl|WGS:JAKSZP|L0F63_006673-T1_mrna	L0F63_006673	278	480	121	451	157	350
gnl|WGS:JAKSZP|L0F63_006685-T1_mrna	L0F63_006685	1643	12181	157	33473	186	3719
gnl|WGS:JAKSZP|L0F63_006720-T1_mrna	L0F63_006720	1658	2126	1075	1969	1628	2316
unassigned_transcript_727	L0F63_006744	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006754-T1_mrna	L0F63_006754	557	1481	413	1411	399	575
gnl|WGS:JAKSZP|L0F63_006767-T1_mrna	L0F63_006767	2113	5967	566	18127	1061	1062
gnl|WGS:JAKSZP|L0F63_006771-T1_mrna	L0F63_006771	51	45	7	46	4	21
gnl|WGS:JAKSZP|L0F63_006787-T1_mrna	L0F63_006787	42	122.963	12	89	23	25
unassigned_transcript_728	L0F63_006797	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006802-T1_mrna	L0F63_006802	5603	1182	592	985	2318	2346
gnl|WGS:JAKSZP|L0F63_006849-T1_mrna	L0F63_006849	483	375	233	430	250	418
gnl|WGS:JAKSZP|L0F63_006850-T1_mrna	L0F63_006850	672	511	292	566	302	618
unassigned_transcript_729	L0F63_006854	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006874-T1_mrna	L0F63_006874	858.644	30855.997	1026	18471.498	2448.401	856
gnl|WGS:JAKSZP|L0F63_006887-T1_mrna	L0F63_006887	2356	2302	481	2206	1289	1775
gnl|WGS:JAKSZP|L0F63_006892-T1_mrna	L0F63_006892	174	423	63	595	95	131
gnl|WGS:JAKSZP|L0F63_006938-T1_mrna	L0F63_006938	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006947-T1_mrna	L0F63_006947	0	0	1	0	0	0
gnl|WGS:JAKSZP|L0F63_006974-T1_mrna	L0F63_006974	2	6	0	0	0	1
gnl|WGS:JAKSZP|L0F63_006992-T1_mrna	L0F63_006992	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007003-T1_mrna	L0F63_007003	304	3192	46	1201	147	86
gnl|WGS:JAKSZP|L0F63_007014-T1_mrna	L0F63_007014	272	1367	129	1607	140	208
gnl|WGS:JAKSZP|L0F63_007021-T1_mrna	L0F63_007021	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007022-T1_mrna	L0F63_007022	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007023-T1_mrna	L0F63_007023	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007041-T1_mrna	L0F63_007041	2303	1663	1305	1578	1702	3009
gnl|WGS:JAKSZP|L0F63_007042-T1_mrna	L0F63_007042	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007054-T1_mrna	L0F63_007054	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007060-T1_mrna	L0F63_007060	730	2058	270	2994	387	461
gnl|WGS:JAKSZP|L0F63_007066-T1_mrna	L0F63_007066	374	1136	130	964	171	334
gnl|WGS:JAKSZP|L0F63_007086-T1_mrna	L0F63_007086	64	280	14	207	20	28
gnl|WGS:JAKSZP|L0F63_007087-T1_mrna	L0F63_007087	3	23	0	13	4	5
gnl|WGS:JAKSZP|L0F63_007099-T1_mrna	L0F63_007099	3146	6534	766	8067	1776	1702
unassigned_transcript_730	L0F63_007143	0	0	0	0	0	0
unassigned_transcript_731	L0F63_007160	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007176-T1_mrna	L0F63_007176	3076	1877	1997	1666	2245	3189
unassigned_transcript_732	L0F63_007205	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007218-T1_mrna	L0F63_007218	6	36	8	31	0	6
gnl|WGS:JAKSZP|L0F63_007228-T1_mrna	L0F63_007228	8397	7464	11346	10395	5543	5753
gnl|WGS:JAKSZP|L0F63_007283-T1_mrna	L0F63_007283	1	24	2	45	0	0
gnl|WGS:JAKSZP|L0F63_007307-T1_mrna	L0F63_007307	4204	3058	2098	2533	3427	5045
gnl|WGS:JAKSZP|L0F63_007312-T1_mrna	L0F63_007312	13.333	55.479	36.679	75.541	28.663	35.988
gnl|WGS:JAKSZP|L0F63_007317-T1_mrna	L0F63_007317	20973	7643	8856	13581	28586	23482
gnl|WGS:JAKSZP|L0F63_007324-T1_mrna	L0F63_007324	1532	2883	836	2238	1090	1659
unassigned_transcript_733	L0F63_007343	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007435-T1_mrna	L0F63_007435	1807	4079	572	3551	911	1707
unassigned_transcript_734	L0F63_007497	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000015-T1_mrna	L0F63_000015	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000016-T1_mrna	L0F63_000016	125	80	61	257	70	110
gnl|WGS:JAKSZP|L0F63_000017-T1_mrna	L0F63_000017	874	1068	414	674	618	848
gnl|WGS:JAKSZP|L0F63_000018-T1_mrna	L0F63_000018	26	111	10	101	11	18
unassigned_transcript_735	L0F63_000055	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000056-T1_mrna	L0F63_000056	3	1	4	1	3	2
unassigned_transcript_736	L0F63_000088	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000089-T1_mrna	L0F63_000089	5801	7006	3504	10403	7866	5469
gnl|WGS:JAKSZP|L0F63_000123-T1_mrna	L0F63_000123	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000124-T1_mrna	L0F63_000124	0	0	0	0	0	0
unassigned_transcript_737	L0F63_000151	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000184-T1_mrna	L0F63_000184	292	309	198	78	212	359
gnl|WGS:JAKSZP|L0F63_000185-T1_mrna	L0F63_000185	482	1543	273	1879	162	675
gnl|WGS:JAKSZP|L0F63_000220-T1_mrna	L0F63_000220	752	2604	114	3824	300	282
gnl|WGS:JAKSZP|L0F63_000221-T1_mrna	L0F63_000221	636	861	256	969	688	740
unassigned_transcript_738	L0F63_000222	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000223-T1_mrna	L0F63_000223	2312	4283	1230	4313	1437	1975
unassigned_transcript_739	L0F63_000245	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000246-T1_mrna	L0F63_000246	34	162	16	210	19	24
gnl|WGS:JAKSZP|L0F63_000247-T1_mrna	L0F63_000247	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000278-T1_mrna	L0F63_000278	1050.248	993.123	399.139	1303.356	902.879	837.532
gnl|WGS:JAKSZP|L0F63_000279-T1_mrna	L0F63_000279	1	1	0	0	0	1
unassigned_transcript_740	L0F63_000302	0	0	0	0	0	0
unassigned_transcript_741	L0F63_000303	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000304-T1_mrna	L0F63_000304	1467	2037	585	1695	1668	1542
unassigned_transcript_742	L0F63_000305	0	0	0	0	0	0
unassigned_transcript_743	L0F63_000330	0	0	0	0	0	0
unassigned_transcript_744	L0F63_000358	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000359-T1_mrna	L0F63_000359	340	1317	57	950	146	208
gnl|WGS:JAKSZP|L0F63_000360-T1_mrna	L0F63_000360	303	292	139	152	278	332
gnl|WGS:JAKSZP|L0F63_000385-T1_mrna	L0F63_000385	403.383	1606.95	115.953	1451.752	118.707	241.269
gnl|WGS:JAKSZP|L0F63_000386-T1_mrna	L0F63_000386	28.085	20.333	4.535	50.73	14.758	12.041
gnl|WGS:JAKSZP|L0F63_000387-T1_mrna	L0F63_000387	112	272	32	417	43	69
gnl|WGS:JAKSZP|L0F63_000388-T1_mrna	L0F63_000388	33	66	18	75	22	47
gnl|WGS:JAKSZP|L0F63_000409-T1_mrna	L0F63_000409	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000410-T1_mrna	L0F63_000410	1401	2355	466	2074	1219	1287
unassigned_transcript_745	L0F63_000452	0	0	0	0	0	0
unassigned_transcript_746	L0F63_000453	0	0	0	0	0	0
unassigned_transcript_747	L0F63_000454	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000455-T1_mrna	L0F63_000455	1772	3722	119	4667	342	1034
gnl|WGS:JAKSZP|L0F63_000456-T1_mrna	L0F63_000456	31	1666	230	983	100	57
unassigned_transcript_748	L0F63_000476	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000553-T1_mrna	L0F63_000553	5	11	0	16	0	1
gnl|WGS:JAKSZP|L0F63_000554-T1_mrna	L0F63_000554	93	386	12	533	15	38
unassigned_transcript_749	L0F63_000555	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000616-T1_mrna	L0F63_000616	0	0	0	15.189	0	0
gnl|WGS:JAKSZP|L0F63_000617-T1_mrna	L0F63_000617	9	151	1	356	29	7
unassigned_transcript_750	L0F63_000664	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000679-T1_mrna	L0F63_000679	648	1404	126	960	341	546
gnl|WGS:JAKSZP|L0F63_000680-T1_mrna	L0F63_000680	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000699-T1_mrna	L0F63_000699	257	745	1065	2046	93	181
unassigned_transcript_751	L0F63_000700	0	0	0	0	0	0
unassigned_transcript_752	L0F63_000720	0	0	0	0	0	0
unassigned_transcript_753	L0F63_000721	0	0	0	0	0	0
unassigned_transcript_754	L0F63_000751	0	0	0	0	0	0
unassigned_transcript_755	L0F63_000771	0	0	0	0	0	0
unassigned_transcript_756	L0F63_000772	0	0	0	0	0	0
unassigned_transcript_757	L0F63_000773	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000774-T1_mrna	L0F63_000774	836	1928	154	1777	181	566
gnl|WGS:JAKSZP|L0F63_000775-T1_mrna	L0F63_000775	712	1907	243	6737	299	359
gnl|WGS:JAKSZP|L0F63_000794-T1_mrna	L0F63_000794	4934	13446	1364	16447	2848	3746
unassigned_transcript_758	L0F63_000795	0	0	0	0	0	0
unassigned_transcript_759	L0F63_000815	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000816-T1_mrna	L0F63_000816	11455	9407	5932	11014	10074	12299
gnl|WGS:JAKSZP|L0F63_000836-T1_mrna	L0F63_000836	266	551	40	649	145	253
unassigned_transcript_760	L0F63_000837	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000838-T1_mrna	L0F63_000838	590	837	429	842	379	803
gnl|WGS:JAKSZP|L0F63_000877-T1_mrna	L0F63_000877	3	26	1	33	2	5
unassigned_transcript_761	L0F63_000897	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000937-T1_mrna	L0F63_000937	0	1.012	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000938-T1_mrna	L0F63_000938	2.495	10.272	1.26	9.439	0	1.213
gnl|WGS:JAKSZP|L0F63_000939-T1_mrna	L0F63_000939	6.191	17.904	5.544	41.309	0	0
gnl|WGS:JAKSZP|L0F63_000940-T1_mrna	L0F63_000940	319	289	216	254	319	334
gnl|WGS:JAKSZP|L0F63_000941-T1_mrna	L0F63_000941	411	337	277	318	429	479
gnl|WGS:JAKSZP|L0F63_000955-T1_mrna	L0F63_000955	599	681	704	754	402	670
unassigned_transcript_762	L0F63_000956	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000957-T1_mrna	L0F63_000957	82	211	139	211	37	117
gnl|WGS:JAKSZP|L0F63_000958-T1_mrna	L0F63_000958	401	692	383	748	205	437
unassigned_transcript_763	L0F63_000959	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000971-T1_mrna	L0F63_000971	665	1388	370	1421	526	521
gnl|WGS:JAKSZP|L0F63_000972-T1_mrna	L0F63_000972	106	168	16	249	77	86
gnl|WGS:JAKSZP|L0F63_000973-T1_mrna	L0F63_000973	179	332	31	400	125	158
gnl|WGS:JAKSZP|L0F63_000987-T1_mrna	L0F63_000987	174	220	56	185	74	159
gnl|WGS:JAKSZP|L0F63_001001-T1_mrna	L0F63_001001	1517	1730	510	2383	1177	1442
gnl|WGS:JAKSZP|L0F63_001002-T1_mrna	L0F63_001002	21	84	4	62	6	10
gnl|WGS:JAKSZP|L0F63_001003-T1_mrna	L0F63_001003	6	35	0	51	0	1
gnl|WGS:JAKSZP|L0F63_001022-T1_mrna	L0F63_001022	8718	7048	6430	9562	7469	8903
gnl|WGS:JAKSZP|L0F63_001023-T1_mrna	L0F63_001023	3519	5076	1004	6803	2515	2950
gnl|WGS:JAKSZP|L0F63_001024-T1_mrna	L0F63_001024	493	616	367	981	449	628
gnl|WGS:JAKSZP|L0F63_001045-T1_mrna	L0F63_001045	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001046-T1_mrna	L0F63_001046	1930	2005	818	1963	934	1222
unassigned_transcript_764	L0F63_001062	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001075-T1_mrna	L0F63_001075	1341	3184	394	2442	620	1525
gnl|WGS:JAKSZP|L0F63_001091-T1_mrna	L0F63_001091	0	0	0	0	0	0
unassigned_transcript_765	L0F63_001092	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001107-T1_mrna	L0F63_001107	0	0	0	0	0	0
unassigned_transcript_766	L0F63_001108	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001129-T1_mrna	L0F63_001129	22	106.668	3	194.892	11	12
gnl|WGS:JAKSZP|L0F63_001130-T1_mrna	L0F63_001130	14	39	2	137	7	3
gnl|WGS:JAKSZP|L0F63_001131-T1_mrna	L0F63_001131	48	276	7	450	17	8
gnl|WGS:JAKSZP|L0F63_001132-T1_mrna	L0F63_001132	32.713	188.043	5	380.045	8.624	19
unassigned_transcript_767	L0F63_001150	0	0	0	0	0	0
unassigned_transcript_768	L0F63_001165	0	0	0	0	0	0
unassigned_transcript_769	L0F63_001166	0	0	0	0	0	0
unassigned_transcript_770	L0F63_001184	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001196-T1_mrna	L0F63_001196	112	851	29	883	38	141
unassigned_transcript_771	L0F63_001197	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001213-T1_mrna	L0F63_001213	6.544	6.602	62.234	5.481	2.191	5.617
gnl|WGS:JAKSZP|L0F63_001232-T1_mrna	L0F63_001232	173	300	71	372	78	156
unassigned_transcript_772	L0F63_001233	0	0	0	0	0	0
unassigned_transcript_773	L0F63_001234	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001235-T1_mrna	L0F63_001235	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001246-T1_mrna	L0F63_001246	2271	3298	613	3875	1830	1901
gnl|WGS:JAKSZP|L0F63_001265-T1_mrna	L0F63_001265	21	2	57	20	0	1
gnl|WGS:JAKSZP|L0F63_001286-T1_mrna	L0F63_001286	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001306-T1_mrna	L0F63_001306	532	1769	48	1606	132	259
unassigned_transcript_774	L0F63_001307	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001308-T1_mrna	L0F63_001308	525	1750	78	2406	138	188
unassigned_transcript_775	L0F63_001309	0	0	0	0	0	0
unassigned_transcript_776	L0F63_001345	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001346-T1_mrna	L0F63_001346	2358	2167	1185	2937	991	1925
unassigned_transcript_777	L0F63_001364	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001374-T1_mrna	L0F63_001374	284702	2375	88804	13643	136108	270550
unassigned_transcript_778	L0F63_001393	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001404-T1_mrna	L0F63_001404	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001420-T1_mrna	L0F63_001420	23	25	5	31	32	7
unassigned_transcript_779	L0F63_001463	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001464-T1_mrna	L0F63_001464	3596.995	7726.437	1615.909	7683.799	1866.944	3005.214
unassigned_transcript_780	L0F63_001504	0	0	0	0	0	0
unassigned_transcript_781	L0F63_001505	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001524-T1_mrna	L0F63_001524	1973	3327	360	3519	1008	1632
gnl|WGS:JAKSZP|L0F63_001525-T1_mrna	L0F63_001525	529	881	205	910	234	447
unassigned_transcript_782	L0F63_001538	0	0	0	0	0	0
unassigned_transcript_783	L0F63_001539	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001557-T1_mrna	L0F63_001557	1507	1614	686	1866	839	1370
unassigned_transcript_784	L0F63_001572	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001580-T1_mrna	L0F63_001580	316	495	170	411	205	250
unassigned_transcript_785	L0F63_001602	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001603-T1_mrna	L0F63_001603	16	53	11	83	18	0
gnl|WGS:JAKSZP|L0F63_001604-T1_mrna	L0F63_001604	2983	7059	1371	10961	1749	2938
gnl|WGS:JAKSZP|L0F63_001619-T1_mrna	L0F63_001619	848	1029	798	830	479	772
gnl|WGS:JAKSZP|L0F63_001637-T1_mrna	L0F63_001637	0	0	0	1	1	0
gnl|WGS:JAKSZP|L0F63_001638-T1_mrna	L0F63_001638	0	0	0	1	0	1
gnl|WGS:JAKSZP|L0F63_001639-T1_mrna	L0F63_001639	0	0	1	1	1	0
unassigned_transcript_786	L0F63_001640	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001681-T1_mrna	L0F63_001681	0	0	0	0	0	0
unassigned_transcript_787	L0F63_001712	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001766-T1_mrna	L0F63_001766	261	849	46	841	140	216
gnl|WGS:JAKSZP|L0F63_001783-T1_mrna	L0F63_001783	3	0	0	1	0	1
gnl|WGS:JAKSZP|L0F63_001784-T1_mrna	L0F63_001784	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001798-T1_mrna	L0F63_001798	359	123	145	125	71	244
unassigned_transcript_788	L0F63_001859	0	0	0	0	0	0
unassigned_transcript_789	L0F63_001901	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001912-T1_mrna	L0F63_001912	456	1632	180	2334	153	359
gnl|WGS:JAKSZP|L0F63_001929-T1_mrna	L0F63_001929	697	1255	304	1131	725	853
gnl|WGS:JAKSZP|L0F63_001939-T1_mrna	L0F63_001939	60	228	17	171	39	54
unassigned_transcript_790	L0F63_001954	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001969-T1_mrna	L0F63_001969	844	1443	501	1602	511	853
unassigned_transcript_791	L0F63_001970	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001971-T1_mrna	L0F63_001971	65	259	4	276	12	37
unassigned_transcript_792	L0F63_001999	0	0	0	0	0	0
unassigned_transcript_793	L0F63_002000	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002028-T1_mrna	L0F63_002028	462	1101	223	856	167	509
gnl|WGS:JAKSZP|L0F63_002029-T1_mrna	L0F63_002029	666	1296	233	1219	555	622
gnl|WGS:JAKSZP|L0F63_002030-T1_mrna	L0F63_002030	429	1106	87	1407	356	299
gnl|WGS:JAKSZP|L0F63_002054-T1_mrna	L0F63_002054	1441	909	2103	1772	1152	2085
unassigned_transcript_794	L0F63_002066	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002081-T1_mrna	L0F63_002081	177	712	23	570	49	125
unassigned_transcript_795	L0F63_002082	0	0	0	0.5	0	0
gnl|WGS:JAKSZP|L0F63_002083-T1_mrna	L0F63_002083	1033	950	363	974	667	1002
gnl|WGS:JAKSZP|L0F63_002109-T1_mrna	L0F63_002109	416	438	276	508	264	416
unassigned_transcript_796	L0F63_002110	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002111-T1_mrna	L0F63_002111	34	168	12	196	29	26
unassigned_transcript_797	L0F63_002124	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002147-T1_mrna	L0F63_002147	851	1440	394	1507	516	871
unassigned_transcript_798	L0F63_002162	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002177-T1_mrna	L0F63_002177	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002178-T1_mrna	L0F63_002178	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002193-T1_mrna	L0F63_002193	3	1	0	1	0	1
gnl|WGS:JAKSZP|L0F63_002194-T1_mrna	L0F63_002194	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002210-T1_mrna	L0F63_002210	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002211-T1_mrna	L0F63_002211	312	417	335	524	298	405
gnl|WGS:JAKSZP|L0F63_002230-T1_mrna	L0F63_002230	737	645	324	696	484	709
gnl|WGS:JAKSZP|L0F63_002268-T1_mrna	L0F63_002268	475	587	81	633	145	339
gnl|WGS:JAKSZP|L0F63_002269-T1_mrna	L0F63_002269	118	524	14	646	27	75
gnl|WGS:JAKSZP|L0F63_002297-T1_mrna	L0F63_002297	545	1685	139	1936	160	341
gnl|WGS:JAKSZP|L0F63_002308-T1_mrna	L0F63_002308	794	956	435	732	784	805
gnl|WGS:JAKSZP|L0F63_002323-T1_mrna	L0F63_002323	874	1298	146	1518	511	685
gnl|WGS:JAKSZP|L0F63_002334-T1_mrna	L0F63_002334	1680	2436	119	4533	196	864
gnl|WGS:JAKSZP|L0F63_002409-T1_mrna	L0F63_002409	6934	28317	108	9462	459	632
unassigned_transcript_799	L0F63_002410	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002446-T1_mrna	L0F63_002446	194	541	34	299	96	189
gnl|WGS:JAKSZP|L0F63_002491-T1_mrna	L0F63_002491	1559	1380	543	1390	779	1381
gnl|WGS:JAKSZP|L0F63_002533-T1_mrna	L0F63_002533	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002542-T1_mrna	L0F63_002542	63	112	28	121	38	78
gnl|WGS:JAKSZP|L0F63_002550-T1_mrna	L0F63_002550	16	10	7	15	10	11
unassigned_transcript_800	L0F63_002551	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002552-T1_mrna	L0F63_002552	10	0	20	0	1	15
gnl|WGS:JAKSZP|L0F63_002577-T1_mrna	L0F63_002577	496	1669	85	1462	219	372
gnl|WGS:JAKSZP|L0F63_002601-T1_mrna	L0F63_002601	3678	2590	1208	2431	2973	3836
gnl|WGS:JAKSZP|L0F63_002620-T1_mrna	L0F63_002620	1308	3532	332	2867	920	823
unassigned_transcript_801	L0F63_002621	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002632-T1_mrna	L0F63_002632	56	224	13	173	29	34
gnl|WGS:JAKSZP|L0F63_002646-T1_mrna	L0F63_002646	640	1894	153	2724	331	489
gnl|WGS:JAKSZP|L0F63_002695-T1_mrna	L0F63_002695	596	4219	631	1208	655	713
unassigned_transcript_802	L0F63_002733	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002734-T1_mrna	L0F63_002734	0	0	0	0	0	0
unassigned_transcript_803	L0F63_002762	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002763-T1_mrna	L0F63_002763	112	243	18	282	13	39
gnl|WGS:JAKSZP|L0F63_002773-T1_mrna	L0F63_002773	220.005	521.563	91.091	407.201	135.056	192.786
gnl|WGS:JAKSZP|L0F63_002774-T1_mrna	L0F63_002774	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002775-T1_mrna	L0F63_002775	483	556	37	906	64	622
gnl|WGS:JAKSZP|L0F63_002776-T1_mrna	L0F63_002776	270	288	19	481	31	300
gnl|WGS:JAKSZP|L0F63_002777-T1_mrna	L0F63_002777	200	241	16	421	14	268
gnl|WGS:JAKSZP|L0F63_002807-T1_mrna	L0F63_002807	275	801	60	755	165	165
gnl|WGS:JAKSZP|L0F63_002892-T1_mrna	L0F63_002892	2797	7712	1347	9466	1217	3158
unassigned_transcript_804	L0F63_002905	0	0	0	0	0	0
unassigned_transcript_805	L0F63_002916	0	0	0	0	0	0
unassigned_transcript_806	L0F63_002926	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002956-T1_mrna	L0F63_002956	407	3476	173	3194	76	159
gnl|WGS:JAKSZP|L0F63_002961-T1_mrna	L0F63_002961	141	175	32	720	60	180
gnl|WGS:JAKSZP|L0F63_002987-T1_mrna	L0F63_002987	448	1634	53	2181	238	375
gnl|WGS:JAKSZP|L0F63_003002-T1_mrna	L0F63_003002	1	0	0	5	0	0
gnl|WGS:JAKSZP|L0F63_003088-T1_mrna	L0F63_003088	0	0	0	0	0	0
unassigned_transcript_807	L0F63_003120	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003121-T1_mrna	L0F63_003121	1	7	0	3	0	0
gnl|WGS:JAKSZP|L0F63_003148-T1_mrna	L0F63_003148	4308	15884	1277	23518	2307	2167
unassigned_transcript_808	L0F63_003149	0	0	0	0	0	0
unassigned_transcript_809	L0F63_003165	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003195-T1_mrna	L0F63_003195	28704	387	19383	2674	11614	23636
gnl|WGS:JAKSZP|L0F63_003236-T1_mrna	L0F63_003236	1046	1546	352	1490	487	1359
gnl|WGS:JAKSZP|L0F63_003271-T1_mrna	L0F63_003271	1329	11022	201	3157	171	792
gnl|WGS:JAKSZP|L0F63_003300-T1_mrna	L0F63_003300	9228	10132	15877	16581	6684	11645
